r,g,b,image_id,subject_name,hex,UnifiedQualityScore.scalar,BackgroundUniformity.scalar,IlluminationUniformity.scalar,LuminanceMean.scalar,LuminanceVariance.scalar,UnderExposurePrevention.scalar,OverExposurePrevention.scalar,DynamicRange.scalar,Sharpness.scalar,NoCompressionArtifacts.scalar,NaturalColour.scalar,SingleFacePresent.scalar,EyesOpen.scalar,MouthClosed.scalar,EyesVisible.scalar,MouthOcclusionPrevention.scalar,FaceOcclusionPrevention.scalar,InterEyeDistance.scalar,HeadSize.scalar,LeftwardCropOfFace.scalar,RightwardCropOfFace.scalar,MarginAboveTheFace.scalar,MarginBelowTheFace.scalar,HeadPoseYawFrontal.scalar,HeadPosePitchFrontal.scalar,HeadPoseRollFrontal.scalar,ExpressionNeutrality.scalar,NoHeadCoverings.scalar,magface,lum,hue,lum_std,hue_std,red,green,blue,red_std,green_std,blue_std,age,gender,race,emotion,skintone
17.963.340.076,14.796.903.222,13.934.736.902,144_02.jpg,144,#b4948b,50,83,71,91,99,100,100,84,99,100,100,100,100,96,98,100,97,55,4,100,100,99,97,58,99,98,95,100,29.324.694.954.348.600,6.515.530.394.969.180,4.035.880.578.483.940,35.503.455.043.283.700,56.798.809.960.399.500,0.7220701670269999,0.5995066645265779,0.5552372990316259,0.0415100144596724,0.0326810626414801,0.0322301825498003,31.0,m,white,sad,2
17.894.167.096,14.671.482.723,13.866.343.476,144_08.jpg,144,#b3938b,83,78,89,87,96,100,100,85,99,100,100,100,100,96,100,100,100,59,5,100,100,100,51,100,99,100,78,100,292.779.357.430.526,6.630.178.438.517.980,4.395.586.161.651.100,30.987.710.958.171.900,4.582.634.243.687.200,0.7382018120563646,0.6067975104398756,0.5649079754173217,0.0260788306116428,0.0319514917724663,0.0326761917818641,25.0,f,white,fear,2
18.221.172.358,14.746.542.361,13.930.297.168,144_04.jpg,144,#b6938b,54,90,82,89,99,100,100,84,100,100,100,100,100,96,99,100,97,57,4,100,100,99,94,63,99,100,92,100,3.053.765.833.707.210,6.673.746.540.172.430,4.228.332.688.179.990,3.639.581.257.175.170,3.790.674.294.012.120,0.7389970348726598,0.607461393767477,0.5570830644939766,0.0339027670943467,0.0435708669659762,0.0410857137230065,24.0,f,white,sad,2
18.454.809.544,15.121.406.446,1.416.373.657,144_07.jpg,144,#b9978e,46,81,81,93,99,100,100,84,100,100,100,100,100,96,99,100,97,58,4,100,100,100,72,60,98,98,77,100,2.921.462.200.654.260,670.659.797.478.494,4.250.159.306.765.870,3.620.991.097.475.250,652.687.861.858.321,0.7507504228369855,0.6202722989046461,0.5745652739273791,0.0222579560385891,0.0410497361655515,0.037415270655185,31.0,m,white,sad,2
18.745.656.703,15.339.527.183,14.471.372.179,144_09.jpg,144,#bb9991,53,91,89,93,100,100,100,85,99,100,100,100,100,96,100,100,97,59,4,100,100,100,59,62,99,100,68,100,3.024.723.671.271.190,68.273.694.825.205,4.384.988.245.606.780,4.084.400.123.085.220,326.410.895.347.882,0.7532691743495307,0.6150521909197237,0.5809708302298597,0.0475757583417962,0.037103249816056,0.0636682568034332,25.0,f,white,sad,2
16.219.162.272,13.293.697.145,11.942.657.447,092_09.jpg,92,#a28577,73,93,74,60,100,100,100,86,99,100,100,100,99,96,99,100,94,54,4,100,100,100,64,55,98,99,78,100,3.008.032.436.345.460,5.641.253.667.815.420,5.133.707.054.458.560,8.498.515.206.076.530,7.175.406.094.435.850,0.6317182275217296,0.49454093890513,0.4286662883252949,0.0954461886122471,0.0775172529731978,0.07911175047017,35.0,m,middle eastern,neutral,2
16.523.215.722,13.550.856.956,12.125.120.627,092_04.jpg,92,#a58879,79,93,72,65,100,100,100,86,99,100,100,100,99,96,99,100,95,52,4,100,100,100,86,59,100,100,95,100,30.563.674.012.663.500,5.980.804.760.119.910,5.306.162.810.571.020,7.083.946.243.639.400,6.353.042.986.110.370,0.6638494569731632,0.5315660112358799,0.4746608787981,0.087621796190809,0.0659053329631284,0.0587987720220617,37.0,m,middle eastern,neutral,2
1.571.929.211,12.820.624.702,11.698.776.029,092_08.jpg,92,#9d8075,94,75,86,45,94,100,100,83,100,100,100,100,100,97,100,100,99,54,4,100,100,100,47,100,100,100,55,100,30.642.368.076.369.000,5.619.964.177.188.820,5.022.879.296.579.080,8.713.269.948.948.750,352.209.529.468.642,0.6263128453970761,0.501797910256542,0.4504131289241089,0.0999916275993347,0.0783783905981527,0.076821187953487,28.0,m,white,happy,2
15.437.806.739,12.622.010.188,11.506.841.983,092_03.jpg,92,#9a7e73,94,75,80,45,94,100,100,83,100,100,100,100,100,96,100,100,100,55,4,100,100,100,83,100,100,100,98,100,3.037.645.044.135.160,5.523.357.280.841.900,4.803.355.321.381.740,8.055.598.308.589.790,4.362.102.299.370.060,0.6240593063190797,0.4910490754641646,0.4345823595882799,0.0932284053983983,0.083393860977366,0.0989810637192532,27.0,m,white,neutral,2
15.533.276.339,12.731.159.263,11.520.340.722,092_02.jpg,92,#9b7f73,78,89,75,54,99,100,100,85,100,100,100,100,100,96,100,100,95,51,3,100,100,100,94,68,99,99,98,100,2.926.672.765.761.820,531.560.070.579.605,4.991.313.726.678.790,5.430.779.591.255.180,5.792.854.289.848.220,0.6128199210896458,0.4676009960328967,0.4300209912954435,0.0638864171522067,0.0476819985531087,0.0539433794401304,40.0,m,indian,sad,2
16.039.117.214,13.151.170.883,11.994.689.489,092_07.jpg,92,#a08478,61,90,77,61,100,100,100,86,99,100,100,100,100,97,97,100,93,54,4,100,100,100,30,58,98,98,97,100,2.859.021.519.889.210,5.870.390.497.930.760,4.715.636.381.027.720,6.504.434.926.050.600,632.770.527.853.103,0.6668685161803248,0.5035592938524182,0.4536514733867499,0.0731760536418378,0.0534407865062126,0.0525834498422525,42.0,m,middle eastern,sad,2
17.384.999.226,14.457.305.689,12.401.408.015,007_03.jpg,7,#ae917c,79,72,82,81,97,100,100,85,98,100,100,100,100,96,100,100,100,58,5,100,100,99,87,100,99,100,97,100,28.101.833.966.500.500,6.435.519.150.145.410,61.166.059.457.436.400,4.185.703.889.361.920,15.589.556.311.438.700,0.7150321985023715,0.5730861593793454,0.4663489865389004,0.0512635844254648,0.0440591403976526,0.0618785998029001,31.0,f,latino hispanic,neutral,2
17.857.879.911,1.488.941.191,12.919.980.232,007_08.jpg,7,#b39581,91,69,79,85,99,100,100,86,99,100,100,100,100,97,100,100,99,60,5,100,100,100,43,100,96,100,19,100,2.972.131.653.126.470,6.474.645.238.032.350,6.041.260.845.737.280,5.544.719.584.559.790,1.237.055.713.690.070,0.7098715553610823,0.5962371529310241,0.4918098982782078,0.06278092178209,0.056910462891674,0.0564880472605496,30.0,f,white,happy,2
18.424.541.077,15.455.892.058,13.305.988.609,007_07.jpg,7,#b89b85,50,90,83,93,100,100,100,87,99,100,100,100,100,96,98,100,95,64,5,100,100,100,51,56,96,99,30,100,28.317.098.658.722.800,6.789.977.452.761.610,6.217.484.332.802.680,12.784.263.429.393.400,7.639.411.254.756.010,0.7506730228090638,0.5975234463317659,0.5372382024197607,0.025538697654908,0.0430949277550829,0.0206320762912614,34.0,f,white,happy,2
18.443.383.753,15.311.760.853,1.304.151.708,007_09.jpg,7,#b89982,44,87,78,91,100,100,100,86,96,100,100,100,100,96,99,100,96,61,5,100,100,100,53,56,94,99,39,100,2.935.560.473.720.500,6.477.417.686.539.900,6.138.040.021.797.110,5.101.052.894.791.270,11.444.322.475.895.900,0.7152064468544425,0.599513882982589,0.4966979836214046,0.0662195485816283,0.0598440655011978,0.0569712744478139,30.0,f,white,happy,2
19.011.202.157,15.958.258.378,1.374.032.608,007_04.jpg,7,#bea089,43,88,78,94,100,100,100,87,96,100,100,100,100,96,98,100,96,60,4,100,100,99,88,53,97,99,88,100,2.767.788.718.978.680,7.031.383.547.781.260,617.954.084.478.674,2.041.869.133.192.310,8.007.280.134.949.350,0.7623071299190545,0.6469884412689693,0.5526067914452313,0.0221244765788774,0.0258043314430449,0.0291694794725163,30.0,f,white,fear,2
17.969.544.607,15.027.499.334,12.970.908.123,007_02.jpg,7,#b49682,53,90,60,90,100,100,100,87,97,100,100,100,100,96,98,100,95,58,4,100,100,98,91,59,97,99,94,100,2.830.503.662.231.510,6.643.169.505.828.660,6.170.122.621.131.520,19.951.700.021.082.100,7.978.103.071.080.530,0.7545249465909786,0.6012389227747298,0.5110002593726662,0.0461069273536164,0.0262118802586768,0.0325372962677871,32.0,f,white,sad,2
17.247.685.426,14.086.658.009,13.298.340.548,063_02.jpg,63,#ac8d85,59,90,51,86,98,100,100,83,97,100,100,100,99,96,100,100,98,59,6,100,100,96,79,60,100,100,95,100,28.485.253.230.088.800,6.422.154.116.505.670,4.070.813.103.583.730,3.048.541.833.033.850,607.674.041.085.768,0.7053269978012786,0.5657470914112065,0.530964051657169,0.0360486202226817,0.0322864636061637,0.0404390060695649,30.0,m,white,disgust,1
16.651.301.347,13.338.233.386,12.615.125.723,063_08.jpg,63,#a7857e,86,91,92,71,90,100,100,83,97,100,100,100,98,85,100,100,100,51,7,100,100,97,34,100,100,100,10,100,30.358.169.205.867.400,640.992.243.547.688,3.249.925.022.525.640,2.687.078.442.265.280,7.530.433.381.365.210,0.7301408105403531,0.5809112790019306,0.5526207022062689,0.0166746562607102,0.0275780100797177,0.0227469990234938,23.0,m,white,happy,1
16.371.277.262,13.307.881.144,12.429.150.579,063_03.jpg,63,#a4857c,78,88,92,72,87,100,100,81,98,100,100,100,100,97,100,100,100,50,6,100,100,95,85,100,100,100,98,100,3.047.222.470.153.440,6.245.212.588.549.000,38.864.124.425.949.800,3.746.568.168.274.980,5.149.780.457.650.950,0.7053656374448922,0.5632791437262131,0.5384379319209694,0.0355219147973505,0.0360329050791467,0.0429721533950993,24.0,m,white,sad,1
1.765.602.936,14.316.871.454,13.539.994.085,063_07.jpg,63,#b18f87,58,90,74,87,98,100,100,85,98,100,100,100,99,90,100,100,98,60,6,100,100,99,51,57,100,99,17,100,2.892.483.637.996.120,6.414.309.260.982.800,3.756.265.496.031.010,2.630.358.961.923.990,3.937.119.584.846.920,0.7205542435526472,0.5753342315657443,0.5371065797048177,0.0347843813605364,0.0268937232704526,0.0239607226051521,28.0,m,white,fear,1
18.188.339.466,15.220.900.308,14.285.991.866,063_04.jpg,63,#b6988f,59,92,46,90,100,100,100,85,93,100,100,100,100,97,100,100,98,56,6,100,100,95,83,63,100,100,96,100,3.068.615.229.895.130,684.734.654.619.202,4.181.643.454.882.230,0.2695919444761284,62.997.970.672.005.300,0.7577590038192109,0.6282417230252535,0.5748987166099933,0.0074227364588705,0.0102690980793719,0.0135693848900689,22.0,m,white,angry,1
17.667.706.756,14.202.982.934,13.446.927.194,063_09.jpg,63,#b18e86,60,92,76,83,98,100,100,84,98,100,100,100,99,89,100,100,98,57,8,100,100,97,23,65,100,100,11,100,2.911.373.626.905.370,6.500.080.334.739.280,34.027.364.623.564.300,30.797.565.733.741.800,8.371.165.388.019.420,0.7283243809279659,0.5904654458130755,0.5473874968105176,0.0283738049827174,0.0273302570311316,0.0295849574276163,23.0,m,white,sad,1
17.871.153.359,15.069.543.726,13.693.662.864,081_02.jpg,81,#b39789,37,90,50,94,99,100,100,83,94,100,100,100,100,96,98,100,97,54,2,100,100,100,100,53,100,99,98,100,2.771.870.443.465.240,7.011.451.885.548.020,52.680.680.370.901.600,3.822.081.499.596.420,987.084.592.619.644,0.7658359200793663,0.650829026315659,0.5953996323213955,0.0300553154069029,0.0403400551237653,0.0572017051743634,30.0,f,white,sad,1
17.776.192.474,14.987.056.568,13.674.901.127,081_07.jpg,81,#b29689,38,91,84,94,99,100,100,83,87,100,100,100,100,96,99,100,97,52,2,100,100,100,99,57,99,99,89,100,2.878.716.864.679.980,7.132.232.145.981.260,4.860.489.777.357.880,0.7175597871589843,8.843.745.762.854.270,0.768621378206656,0.6633477218411794,0.6158962072802268,0.0038888705061308,0.0104596995548995,0.0145976180216293,31.0,f,white,sad,1
1.831.310.211,15.519.149.238,1.403.880.477,081_04.jpg,81,#b79b8c,32,92,69,93,99,100,100,82,64,100,100,100,100,95,99,100,98,57,2,100,100,99,100,57,100,100,97,100,28.763.062.572.049.500,669.204.153.702.182,5.227.111.126.696.050,43.577.367.706.294,28.588.332.980.484.800,0.7345384676550922,0.6158078383097247,0.562737925014888,0.0396332678236731,0.0472381185139843,0.0522180888312912,29.0,f,white,fear,1
17.549.339.745,14.805.827.918,13.594.390.434,081_03.jpg,81,#af9488,69,86,86,88,93,100,100,83,98,100,100,100,100,96,100,100,100,53,3,100,100,99,99,100,100,100,99,100,2.914.039.306.576.270,6.646.260.334.281.760,4.796.217.000.836.100,2.701.200.905.229.620,3.294.628.960.163.750,0.7235495000610781,0.6172131671709316,0.5661631886604751,0.0292397183548792,0.0322738800910207,0.0273632967829389,28.0,f,white,neutral,1
18.168.605.853,15.346.526.375,14.076.720.372,081_09.jpg,81,#b6998d,36,92,79,93,99,100,100,82,58,100,100,100,100,97,100,100,98,52,2,100,100,100,99,57,99,100,95,100,28.523.735.200.129.800,6.772.474.710.727.070,47.815.898.448.337.000,34.286.398.366.792.400,6.060.963.731.493.950,0.7389839506370359,0.6144456452851779,0.5764844594032705,0.0482260080126234,0.0415788573855201,0.0432411240159873,30.0,f,white,fear,1
171.583.047,144.272.362,13.231.065.728,081_08.jpg,81,#ac9084,76,87,85,85,90,100,100,82,79,100,100,100,100,96,100,100,100,49,3,100,100,100,98,100,100,100,95,100,28.735.251.909.208.000,6.527.023.922.923.490,4.826.076.297.339.670,2.475.353.847.281.890,2.657.378.154.579.540,0.7113221872734553,0.583872184684499,0.5424246509140453,0.029108481045283,0.0434672660620172,0.0422456108859428,25.0,f,white,neutral,1
1.816.335.956,15.134.652.993,13.721.241.132,026_09.jpg,26,#b69789,35,92,72,90,100,100,100,85,100,100,100,46,99,86,99,100,92,59,5,100,100,100,64,55,97,99,21,100,2.676.135.575.181.620,6.654.461.586.093.570,5.075.115.484.532.310,4.838.150.927.274.830,4.533.819.944.386.910,0.7466152265326788,0.6016794577648887,0.5382441852837981,0.0230624869157571,0.0445385886649457,0.0417032116992847,22.0,m,white,angry,1
17.221.395.535,14.104.807.857,12.740.589.848,026_07.jpg,26,#ac8d7f,47,92,71,89,99,100,100,84,100,100,100,100,99,86,99,100,92,55,4,100,100,100,75,56,99,98,11,100,2.713.889.675.812.740,6.765.505.518.239.240,4.809.078.629.344.110,2.673.178.973.103.380,5.662.959.389.835.050,0.7378521409127612,0.6222716763267749,0.5631045272055888,0.0191363624509464,0.0308841022858946,0.0198421071030166,36.0,m,white,happy,1
17.071.405.458,14.080.377.834,12.844.488.329,026_03.jpg,26,#ab8d80,78,86,89,82,93,100,100,83,100,100,100,100,100,96,100,100,99,59,6,100,100,95,82,100,100,100,85,100,3.059.832.666.476.600,63.916.343.303.551.200,4.795.244.491.869.830,4.486.700.174.696.080,2.672.892.303.297.140,0.7163974897517207,0.5819318446086508,0.5342372469434061,0.0595011292085198,0.0441855135454619,0.0530304382034112,27.0,m,white,neutral,1
17.049.255.351,13.985.590.295,12.645.593.747,026_08.jpg,26,#aa8c7e,80,88,85,82,95,100,100,84,100,100,100,100,100,87,100,100,99,55,6,100,100,99,47,100,99,100,16,100,2.915.111.799.061.010,6.418.570.238.337.420,4.579.345.128.304.400,37.643.354.241.779.700,7.087.489.113.624.440,0.6937467465420347,0.5752262218712065,0.5319146743119393,0.0551736451259856,0.046216293650841,0.0385641925290483,30.0,m,white,happy,1
1.759.666.781,14.671.289.872,13.331.298.314,026_02.jpg,26,#b09385,44,91,45,93,100,100,100,84,100,100,100,100,100,96,99,100,93,60,4,100,100,99,88,54,99,97,82,100,27.166.619.221.226.200,6.902.722.326.382.920,5.130.905.343.242.580,0.7651714189781916,5.381.007.168.913.990,0.7584605934307126,0.6440502194377022,0.5878383359311417,0.0066603991079509,0.0075746010967984,0.0110661991397346,33.0,m,white,angry,1
13.941.193.079,10.263.995.302,8.080.922.479,129_07.jpg,129,#8b6751,23,87,77,39,94,100,100,80,100,100,100,100,100,62,96,100,97,73,6,100,100,97,61,53,100,100,17,100,2.745.986.551.432.970,4.932.223.898.671.600,5.287.174.597.417.780,27.022.677.313.572.600,7.567.243.676.388.220,0.5888424605813338,0.4363126954101689,0.3281286123182527,0.0330573839127972,0.0288373042277531,0.0460268959779071,31.0,m,black,happy,6
14.458.795.605,10.907.105.978,847.399.124,129_02.jpg,129,#916d55,27,89,25,41,81,100,100,80,100,100,100,100,100,96,97,100,98,72,5,100,100,93,92,58,100,99,91,100,2.667.054.283.940.880,4.970.839.641.891.310,5.764.031.573.558.240,4.491.108.603.169.800,18.300.131.540.677.000,0.5830990474531096,0.4314603863792589,0.332413897889863,0.0562839836633647,0.0450569718015687,0.0371342552888149,28.0,m,white,angry,6
14.827.487.107,11.010.117.206,8.822.351.149,129_08.jpg,129,#946e58,86,87,82,33,90,100,100,79,99,100,100,100,100,58,100,100,100,67,7,100,100,96,53,100,100,100,11,100,2.922.792.257.119.780,4.940.576.147.229.280,557.368.359.957.035,4.568.933.507.535.250,183.729.736.578.418,0.5807062234234113,0.423965487011346,0.33037140023355,0.0631093679057708,0.0376643366553811,0.0355768750399292,33.0,m,black,happy,6
14.482.928.448,10.741.537.696,8.359.528.832,129_03.jpg,129,#916b54,76,85,78,29,76,100,100,78,100,100,100,100,100,96,100,100,100,68,6,100,100,91,87,100,100,100,97,100,2.869.817.768.226.790,4.972.716.558.346.910,5.757.830.162.126.380,5.044.595.405.223.400,234.047.530.198.392,0.5916709725468422,0.4315530851488643,0.3322160322416339,0.0706198632054267,0.0448682814248261,0.0390367227687443,33.0,m,indian,neutral,6
18.685.600.984,14.702.631.417,13.130.435.495,012_04.jpg,12,#bb9383,42,90,61,88,98,100,100,83,99,100,100,100,84,97,100,100,95,65,4,100,100,98,94,42,98,97,92,100,28.030.589.425.684.100,6.396.165.345.088.400,5.053.148.499.833.080,3.832.685.677.445.850,29.285.688.211.493.800,0.7249789091966086,0.5613719938963163,0.4880939723685538,0.0325888585282663,0.0581999678225131,0.033321671788102,25.0,m,middle eastern,happy,2
16.252.708.328,1.230.824.036,1.089.827.295,012_03.jpg,12,#a37b6d,80,86,66,60,87,100,100,82,99,100,100,100,100,96,100,100,99,55,5,100,100,97,91,99,100,100,96,100,2.904.881.611.411.110,58.469.266.624.217.100,4.552.396.208.921.470,5.243.733.313.114.520,4.620.226.650.036.910,0.6887693842106754,0.5216681440607001,0.4519379361027301,0.0547905045312922,0.0563814038672428,0.0659768207102086,24.0,m,white,neutral,2
17.258.189.457,13.429.848.642,12.041.134.323,012_07.jpg,12,#ad8678,57,91,62,78,93,100,100,83,100,100,100,100,100,88,99,100,96,58,4,100,100,99,89,57,100,99,13,100,2.990.789.907.174.400,6.364.623.737.744.270,4.469.301.307.960.890,4.700.039.116.770.640,7.321.935.657.173.630,0.7213672408349672,0.5708517323650729,0.4946512122814897,0.0353671638043988,0.0521785236589774,0.0442179492496403,28.0,m,white,angry,2
17.737.681.121,14.181.712.124,12.728.630.407,012_02.jpg,12,#b18e7f,59,91,28,85,97,100,100,85,99,100,100,100,100,97,98,100,96,58,4,100,100,99,96,56,100,99,97,100,2.974.135.322.150.180,6.448.220.908.963.740,5.032.754.850.160.680,4.599.531.921.157.360,4.715.273.152.684.090,0.730230843540208,0.5856855535309835,0.5141174413753238,0.0426957851127977,0.0453640303068445,0.0633324497712276,30.0,m,white,sad,2
18.383.860.702,14.242.302.313,12.857.304.441,012_09.jpg,12,#b88e81,49,92,80,82,96,100,100,83,99,100,100,100,93,87,99,100,96,60,5,100,100,99,78,50,98,99,35,100,28.476.029.730.283.400,62.535.835.769.399.200,4.577.380.620.791.270,23.543.715.237.053.900,23.994.497.541.923.600,0.7287627004281161,0.5475781078399283,0.482573320432812,0.0282987253763987,0.0189075923521784,0.0212633840404736,27.0,m,white,fear,2
1.628.042.454,12.396.195.349,10.972.800.041,012_08.jpg,12,#a37c6e,85,88,85,60,87,100,100,82,100,100,100,100,100,86,100,100,99,53,4,100,100,99,80,100,98,100,23,100,3.014.961.678.658.740,5.935.762.815.366.410,4.240.187.215.783.980,4.897.224.235.452.550,558.446.054.272.781,0.7045443421997194,0.5243245921017247,0.4661853284284242,0.0504926913327384,0.0478399985500825,0.0468466391965109,25.0,m,white,happy,2
15.824.718.277,1.252.008.491,11.393.825.672,118_08.jpg,118,#9e7d72,82,89,93,56,81,100,100,81,99,100,100,100,100,86,100,100,99,59,4,100,100,100,87,100,100,100,13,100,29.470.149.235.464.700,57.821.165.621.816,4.431.907.929.504.490,2.195.340.809.122.140,2.849.305.259.751.050,0.6640707537605917,0.516570667540442,0.4569666995156489,0.0349465237182941,0.0184731204169999,0.0355448465373397,26.0,f,white,happy,1
16.519.788.052,13.149.498.158,11.918.333.244,118_03.jpg,118,#a58377,71,87,89,69,85,100,100,82,99,100,100,100,100,96,100,100,100,60,4,100,100,97,99,100,100,100,97,100,3.021.426.825.685.640,63.512.124.575.211.400,4.758.594.486.238.910,2.248.527.503.630.810,2.901.146.707.081.360,0.7142216649344633,0.5496606441666169,0.5047784564119739,0.0218788784581204,0.0489901930616532,0.0533721569022607,28.0,f,white,neutral,1
16.881.860.518,13.430.408.399,12.061.584.488,118_02.jpg,118,#a98679,52,91,28,83,96,100,100,84,99,100,100,100,100,96,98,100,96,62,3,100,100,99,99,58,100,100,95,100,28.197.137.540.340.900,6.474.045.977.024.360,4.786.073.642.920.500,18.034.955.213.473.800,6.040.255.636.398.370,0.7501961080484391,0.5864445576862344,0.5274471010663492,0.0059644830280754,0.0148859461030016,0.0279673678157326,31.0,f,white,fear,1
15.960.340.526,12.521.563.897,11.281.770.076,118_07.jpg,118,#a07d71,47,91,87,70,91,100,100,83,99,100,100,100,100,87,98,100,96,62,3,100,100,100,96,57,100,100,19,100,27.981.081.317.550.300,5.909.294.936.531.040,4.182.019.391.774.360,0.5480052484750453,5.544.186.419.242.090,0.6834412337139777,0.5318718016997195,0.4800898451745998,0.0214671981799403,0.0055982779735126,0.0110474735811629,33.0,f,white,neutral,1
17.331.939.057,14.275.068.906,1.348.832.942,070_07.jpg,70,#ad8f87,74,92,78,76,100,100,100,86,100,100,100,100,97,96,99,100,97,59,6,100,100,91,83,55,100,100,27,100,29.603.642.359.021.500,6.429.449.808.055.640,4.270.826.094.057.410,0.7448239773747626,9.166.359.966.350.900,0.7284895223668633,0.5933303570737205,0.5449959997244209,0.0011035425628234,0.0089001502278511,0.0136083826194362,33.0,m,white,sad,3
1.620.751.644,13.234.015.783,12.367.262.166,070_08.jpg,70,#a2847c,75,92,89,56,92,100,100,83,100,100,100,100,98,96,100,100,100,53,7,100,100,92,70,100,100,100,31,100,29.858.197.386.399.000,5.912.986.350.716.670,4.347.243.355.903.250,8.105.162.681.937.370,3.132.222.761.454.680,0.6559398892933964,0.5318698487767157,0.4871386231190051,0.0908498694945007,0.0814297106878956,0.0794526801121519,33.0,m,white,happy,3
16.534.971.708,1.355.075.724,12.716.448.463,070_02.jpg,70,#a5887f,76,91,61,64,98,100,100,85,100,100,100,100,98,96,99,100,98,57,5,100,100,80,98,58,99,100,95,100,30.841.028.952.725.500,60.410.336.652.825.900,4.140.727.035.148.290,4.619.679.020.052.590,8.383.648.471.554.280,0.6647021054878975,0.5299476740794492,0.5034763502851455,0.0390631710174627,0.0409733172481856,0.0457953557521874,36.0,m,white,sad,3
16.193.778.452,13.157.656.122,12.217.994.631,070_03.jpg,70,#a2847a,78,90,86,54,88,100,100,82,100,100,100,100,99,96,100,100,100,51,5,100,100,73,98,100,100,100,92,100,29.441.981.741.577.800,5.870.635.561.463.180,437.681.903.707.762,6.192.315.726.476.660,4.346.467.820.214.830,0.6680298239312451,0.5250288165856877,0.4642609732746109,0.0588748715382989,0.0583996924774103,0.073475322822569,31.0,m,white,neutral,3
18.748.124.018,15.990.941.563,14.775.365.052,124_02.jpg,124,#bba094,55,87,37,97,100,100,100,87,99,100,100,100,100,97,98,100,98,61,4,100,100,98,98,65,100,100,95,100,28.380.699.666.499.200,7.204.260.111.688.630,51.017.857.699.604.700,4.464.170.036.523.740,2.434.569.278.165.460,0.7789161548110142,0.6725586100246472,0.6015380523437516,0.0477490608378925,0.0451607592973946,0.0478868291326298,30.0,f,white,sad,1
18.657.516.323,15.976.543.911,14.908.284.085,124_03.jpg,124,#bba095,76,78,80,94,100,100,100,87,99,100,100,100,100,97,100,100,100,59,4,100,100,97,96,100,99,100,99,100,2.909.389.015.603.560,7.048.706.971.266.180,4.775.712.897.398.400,498.384.669.995.484,2.503.934.677.183.960,0.7646479237965965,0.6507006334112101,0.6046506680576138,0.0606477846859021,0.0516340158796542,0.0529323634963005,31.0,f,white,neutral,1
19.181.422.049,16.469.768.163,15.282.769.626,124_04.jpg,124,#c0a599,32,89,63,97,99,100,100,86,98,100,100,100,100,96,99,100,98,60,4,100,100,99,98,57,98,100,94,100,26.958.909.539.184.500,7.049.878.174.181.700,4.892.279.427.427.570,25.223.072.916.308.600,2.974.739.647.870.460,0.7773328098439461,0.6579743212203144,0.6000551203630783,0.0305592981837167,0.0284647223977551,0.0358432794122827,31.0,f,white,surprise,1
18.693.443.685,15.697.769.661,1.485.748.109,124_08.jpg,124,#bb9d95,83,79,79,91,100,100,100,87,99,100,100,100,100,97,100,100,100,59,3,100,100,100,90,100,96,100,67,100,29.823.793.422.184.200,6.823.344.049.661.510,4.376.603.183.804.940,5.103.661.525.509.130,39.289.633.000.364.400,0.7453251896082732,0.630913218278858,0.5876424264088017,0.0584196885788385,0.0494001777254166,0.0577595645394173,32.0,f,white,neutral,1
18.603.105.333,15.768.819.697,14.662.319.201,124_07.jpg,124,#ba9e93,63,87,77,96,100,100,100,88,98,100,100,100,100,96,98,100,98,60,3,100,100,100,91,65,98,100,32,100,28.362.366.094.860.200,6.975.344.696.375.110,473.793.039.603.385,4.893.041.938.069.380,4.021.028.736.469.500,0.7652846021957294,0.6493996590229063,0.5942191662550942,0.0560975468013143,0.0493073424676493,0.0539632569826467,31.0,f,white,angry,1
189.771.962,1.606.062.889,15.070.730.429,124_09.jpg,124,#bea197,46,85,70,95,100,100,100,86,98,100,100,100,100,96,100,100,97,60,4,100,100,100,94,59,99,100,41,100,2.748.445.937.648.370,705.760.060.002.512,4.368.257.078.915.260,3.889.212.703.192.830,231.492.189.185.204,0.7695907285073599,0.6554218326966587,0.6204802828648192,0.0415947871080532,0.0434677158029018,0.0481773380233918,32.0,f,white,fear,1
18.810.908.921,1.568.731.103,14.763.783.128,112_03.jpg,112,#bc9d94,85,50,85,96,99,100,100,86,98,100,100,100,100,97,100,100,100,62,5,100,100,95,89,100,99,100,99,100,30.305.208.811.244.400,709.927.701.920.032,4.640.321.240.040.270,24.902.277.273.934.100,3.472.169.880.503.340,0.7808317128180393,0.6570584474846954,0.6147273359289345,0.0272738605996759,0.0282463423777293,0.0255923664419523,29.0,f,white,neutral,1
18.410.597.211,15.362.248.182,14.494.168.554,112_08.jpg,112,#b89a91,89,51,90,94,98,100,100,85,96,100,100,100,100,96,100,100,100,61,5,100,100,100,36,100,96,100,60,100,31.004.255.001.960.500,6.951.296.544.854.710,4.695.401.882.830.840,32.260.478.559.964.100,35.436.198.976.685.400,0.7569072660418357,0.6391637295332128,0.6107271692773607,0.0335250216851727,0.0333019256950863,0.0444559581342788,28.0,f,white,happy,1
19.229.503.056,16.219.914.961,1.525.258.836,112_02.jpg,112,#c0a299,46,82,80,98,100,100,100,87,96,100,100,100,99,96,98,100,97,57,4,100,100,98,97,57,98,99,96,100,28.677.119.869.469.300,7.440.638.159.107.670,4.941.113.663.051.210,20.296.718.454.180.300,73.571.146.301.010.200,0.8059786602810698,0.6992032029599825,0.6401518910751883,0.0057715009202887,0.020508335514774,0.0102514297028135,28.0,f,white,sad,1
