r,g,b,image_id,subject_name,hex,UnifiedQualityScore.scalar,BackgroundUniformity.scalar,IlluminationUniformity.scalar,LuminanceMean.scalar,LuminanceVariance.scalar,UnderExposurePrevention.scalar,OverExposurePrevention.scalar,DynamicRange.scalar,Sharpness.scalar,NoCompressionArtifacts.scalar,NaturalColour.scalar,SingleFacePresent.scalar,EyesOpen.scalar,MouthClosed.scalar,EyesVisible.scalar,MouthOcclusionPrevention.scalar,FaceOcclusionPrevention.scalar,InterEyeDistance.scalar,HeadSize.scalar,LeftwardCropOfFace.scalar,RightwardCropOfFace.scalar,MarginAboveTheFace.scalar,MarginBelowTheFace.scalar,HeadPoseYawFrontal.scalar,HeadPosePitchFrontal.scalar,HeadPoseRollFrontal.scalar,ExpressionNeutrality.scalar,NoHeadCoverings.scalar,magface,lum,hue,lum_std,hue_std,red,green,blue,red_std,green_std,blue_std,age,gender,race,emotion,skintone
18.744.393.409,15.418.783.927,14.793.187.293,130_02.jpg,130,#bb9a94,51,92,38,95,100,100,100,84,99,100,100,100,100,96,98,100,97,49,3,100,100,99,99,56,100,100,96,100,2.886.390.637.251.060,702.693.142.170.536,348.091.206.878.143,0.8972030101637778,8.768.563.463.784.250,0.7832704738200762,0.641888771297855,0.621711219471365,0.0041387068088498,0.0072939328974451,0.0134964127726134,24.0,m,white,sad,1
17.804.118.777,14.178.800.624,13.721.503.934,130_07.jpg,130,#b28e89,52,92,75,88,98,100,100,84,99,100,100,100,100,68,98,100,96,42,2,100,100,100,99,58,100,99,11,100,27.930.495.053.765.100,661.308.458.766.097,3.063.193.866.362.560,13.610.702.784.407.000,5.032.860.752.612.320,0.7380578014894338,0.5921706793726459,0.5686164761312476,0.0110224445149309,0.016324370381209,0.0086348491252928,22.0,m,asian,happy,1
18.799.825.321,15.353.629.158,1.470.996.715,130_04.jpg,130,#bc9a93,43,93,45,93,100,100,100,84,97,100,100,100,100,96,100,100,98,48,3,100,100,99,99,59,100,100,94,100,2.766.027.950.212.760,6.702.318.854.064.170,3.448.338.628.893.950,3.245.729.283.539.480,2.571.360.377.409.630,0.7435591390523056,0.6030634183963187,0.580320290412462,0.0416679146479154,0.0273751189140644,0.0367408987330806,22.0,m,white,neutral,1
17.237.959.157,13.769.532.046,13.381.778.421,130_08.jpg,130,#ac8a86,86,87,91,81,92,100,100,83,99,100,100,100,100,67,100,100,100,41,3,100,100,100,97,100,100,100,9,100,311.846.728.935.034,6.343.692.122.837.390,271.260.135.629.318,3.756.733.078.137.530,3.411.181.606.793.700,0.6903460575740613,0.5735860473277375,0.5467120735910397,0.0500272023445038,0.0365628712259837,0.0376015851478038,22.0,m,white,happy,1
18.140.601.682,14.958.080.659,14.299.002.132,130_03.jpg,130,#b5968f,76,85,87,90,96,100,100,84,99,100,100,100,100,97,100,100,100,46,3,100,100,99,99,100,100,100,98,100,3.079.483.669.330.720,677.024.455.126.327,3.438.285.997.447.540,333.666.099.402.463,3.681.104.017.775.640,0.7429077541008878,0.6204422887956603,0.585916772167595,0.0389691256605339,0.0374188977530023,0.0358985204098687,22.0,m,white,angry,1
17.660.462.349,13.945.852.456,13.534.817.837,130_09.jpg,130,#b18b87,61,92,75,83,96,100,100,83,99,100,100,100,99,73,100,100,98,42,2,100,100,100,99,63,99,99,18,100,2.757.827.484.030.380,6.462.858.792.737.890,27.667.598.759.187.600,404.492.900.390.135,1.860.388.022.953.060,0.7105982637060232,0.567072633164642,0.5585794633175583,0.0570891376724447,0.0399214915509085,0.0421168588103783,23.0,m,latino hispanic,fear,1
15.358.210.011,12.198.316.104,10.775.285.637,016_03.jpg,16,#9a7a6c,83,86,85,49,72,100,100,79,97,100,100,100,100,96,100,100,100,58,5,100,100,91,94,100,100,100,99,100,30.632.524.607.384.600,55.311.412.818.394.200,4.839.033.631.872.710,38.706.155.467.973.100,5.338.043.420.726.780,0.63377799199096,0.4906783546910968,0.4209242607613634,0.0396837746807305,0.0365652630459676,0.0449884551992674,28.0,f,white,neutral,2
15.487.529.322,12.285.479.347,10.768.508.414,016_08.jpg,16,#9b7b6c,87,89,92,54,77,100,100,80,98,100,100,100,100,88,100,100,100,59,6,100,100,98,66,100,100,100,54,100,3.051.725.085.573.740,5.598.471.805.700.460,5.146.250.384.740.720,5.164.395.742.368.460,3.203.230.548.230.720,0.632697973955094,0.5016839507301526,0.4358587227095734,0.0571535999917779,0.0538904606484159,0.0588284178628638,29.0,f,white,happy,2
16.042.096.131,12.744.797.186,11.399.826.495,016_04.jpg,16,#a07f72,53,92,53,60,90,100,100,81,90,100,100,100,100,96,100,100,98,54,4,100,100,97,97,65,100,100,98,100,28.930.256.615.394.800,5.587.996.391.705.400,4.947.299.609.204.140,3.298.092.457.817.320,1.915.924.958.693.900,0.6466311425133147,0.4978806976491767,0.4316933138436178,0.0470176058143671,0.0323898449374303,0.0315517038015153,28.0,f,white,angry,2
15.751.356.692,12.476.844.806,11.106.895.535,016_07.jpg,16,#9e7d6f,39,90,50,64,86,100,100,81,97,100,100,100,100,90,98,100,96,60,4,100,100,99,86,54,100,100,72,100,2.735.958.946.221.710,6.013.285.788.224.290,4.662.975.150.930.530,0.7489546950756788,9.885.445.098.721.400,0.6856702787923258,0.5393953129937229,0.4632154989095631,0.0078304776086776,0.0140670445907868,0.0134764837831021,27.0,m,white,fear,2
16.517.865.096,13.002.996.845,11.543.433.383,016_09.jpg,16,#a58273,58,92,55,65,93,100,100,82,94,100,100,100,100,89,100,100,98,56,5,100,100,98,78,65,100,100,66,100,2.879.232.656.533.820,577.314.496.131.801,515.722.812.387.086,38.176.740.665.507.700,316.365.524.123.375,0.6675377835282434,0.5176586454452164,0.4463801593008769,0.0472810064023499,0.0401230934736686,0.0365173685546059,32.0,f,white,neutral,2
7.783.784.204,5.930.205.224,5.034.334.577,096_03.jpg,96,#4e3b32,74,90,92,4,13,18,100,55,99,100,100,100,100,96,100,100,100,48,3,100,100,100,92,100,99,100,95,100,3.014.899.725.254.410,22.707.475.654.261.800,438.809.025.687.868,4.921.420.697.190.170,14.825.043.569.893.700,0.2651419054084005,0.1865181773300783,0.1671269104501732,0.0587180697251098,0.0323376639530165,0.0280155463752363,26.0,m,black,neutral,10
8.983.181.592,6.860.202.505,5.845.036.694,096_08.jpg,96,#5a453a,85,90,92,7,72,75,100,64,100,100,100,100,100,73,100,100,100,49,5,100,100,100,52,100,99,100,31,100,3.032.402.614.793.480,2.673.123.270.063.680,5.048.204.283.652.660,6.151.809.806.620.920,32.782.431.069.447.800,0.3183459398295307,0.2298611464444814,0.1954506884594412,0.062688854364105,0.0534366919061351,0.0563387140336368,27.0,m,black,neutral,10
882.614.798,6.757.769.485,5.705.373.465,096_07.jpg,96,#584439,52,91,78,8,87,71,100,64,99,100,100,100,100,82,99,100,98,48,5,100,100,100,46,56,95,97,23,100,2.773.040.809.511.800,25.866.262.103.110.700,4.818.546.060.550.250,3.964.164.166.281.430,7.090.937.052.788.200,0.2983179800481336,0.2285744357535272,0.1920168078930237,0.0509530036146515,0.0328657707658233,0.0339217894628811,29.0,m,black,angry,10
7.663.310.942,5.896.330.796,5.019.187.938,096_02.jpg,96,#4d3b32,49,90,76,5,40,20,100,58,90,100,100,100,100,96,100,100,99,49,4,100,100,99,90,64,99,100,55,100,29.411.537.219.074.300,2.367.018.637.126.080,4.889.061.749.602.380,4.914.841.321.924.520,787.779.139.978.031,0.2642206846980869,0.2168281646474781,0.1588744162350775,0.0415903599968316,0.0415541501129964,0.0399699888147269,27.0,m,black,angry,10
15.430.441.439,12.202.286.245,11.425.304.289,105_08.jpg,105,#9a7a72,80,92,90,54,82,100,100,81,100,100,100,100,99,92,100,100,100,50,5,100,100,86,98,100,98,100,14,100,2.901.446.613.440.530,57.731.771.218.511.400,3.883.315.075.767.350,22.836.801.755.219.900,2.639.820.389.696.950,0.6566669192999351,0.5100678969358945,0.4685462365839428,0.0431228771384056,0.0166461406787015,0.0273731019904581,30.0,m,white,happy,2
1.581.706.126,12.651.145.477,11.739.348.383,105_03.jpg,105,#9e7f75,79,92,87,61,86,100,100,82,100,100,100,100,100,97,100,100,100,54,6,100,100,51,99,100,97,100,98,100,28.770.459.213.861.100,6.001.573.521.739.630,4.204.959.672.929.780,2.486.397.251.733.810,486.981.408.907.441,0.6791673252770408,0.5322904588712462,0.4839916038416859,0.0408147245564924,0.0263426809096747,0.0244418141626951,26.0,m,white,neutral,2
1.590.199.929,12.642.794.439,11.135.081.443,037_07.jpg,37,#9f7e6f,70,93,82,57,99,100,100,84,99,100,100,100,99,88,98,100,97,63,6,100,100,94,81,51,100,100,36,100,28.391.053.093.278.800,58.941.246.314.969.500,4.777.063.567.982.670,5.298.849.266.525.130,13.710.774.120.492.900,0.686099085957325,0.5080429448380094,0.4382912482575406,0.034941161346199,0.065412822734826,0.0727505742170638,29.0,m,white,sad,3
1.517.384.106,11.804.851.327,10.392.232.988,037_08.jpg,37,#987668,88,93,82,32,92,100,100,81,99,100,100,100,100,87,100,100,100,65,8,100,100,87,67,100,100,100,43,100,2.885.160.808.406.590,50.125.604.593.571.000,4.567.701.003.672.400,6.188.903.793.716.690,9.529.691.804.488.160,0.6307864112792652,0.4283595003574104,0.3708744162882753,0.1056057197930155,0.0731286245518712,0.0767080556665144,26.0,m,latino hispanic,happy,3
14.919.939.382,11.686.405.473,10.251.792.917,037_03.jpg,37,#957567,87,92,87,30,88,100,100,80,100,100,100,100,100,97,100,100,100,64,7,100,100,66,95,100,100,100,98,100,2.893.935.667.219.020,4.764.397.476.058.720,5.065.734.840.366.920,8.769.065.411.849.370,4.503.734.734.717.780,0.5574493564880854,0.4206142050941893,0.3496567655677499,0.1513195761476928,0.0726431618887954,0.0623425427766442,26.0,m,latino hispanic,neutral,3
15.706.043.774,12.445.470.991,11.006.456.544,037_02.jpg,37,#9d7c6e,60,93,31,52,96,100,100,83,99,100,100,38,98,96,98,100,98,65,6,100,100,67,97,52,99,100,98,100,28.143.842.390.193.900,57.782.273.518.408.000,4.750.108.056.290.020,548.593.371.166.938,15.212.736.400.820.900,0.6837017766743664,0.5064047462208507,0.4400527349179107,0.0432565268727534,0.0723769345252543,0.0765892197585966,30.0,m,white,sad,3
18.694.476.245,15.675.007.706,14.620.206.068,090_04.jpg,90,#bb9d92,31,91,58,94,100,100,100,86,98,100,100,100,100,97,100,100,98,57,4,100,100,94,98,61,100,100,90,100,2.795.583.834.002.940,7.122.606.565.951.360,438.017.664.337.176,411.872.070.820.207,28.239.591.917.943.800,0.7753680969335767,0.6595531292014631,0.6156782252445632,0.0528224405253814,0.0475197715616741,0.0457635791444721,26.0,f,white,neutral,1
18.810.218.274,15.745.403.553,14.764.469.543,090_07.jpg,90,#bc9d94,49,91,78,97,100,100,100,87,99,100,100,100,99,95,99,100,96,58,4,100,100,99,88,51,99,99,63,100,2.818.142.822.983.090,7.216.476.500.471.830,4.071.833.433.052.550,0.9845104588144464,7.029.882.480.601.190,0.7969073843205912,0.6723565378066865,0.6241802055919904,0.0025527306198282,0.0113764851420107,0.0112972899833573,32.0,f,white,neutral,1
18.773.980.408,15.746.059.842,14.854.594.831,090_08.jpg,90,#bc9d95,81,84,90,93,100,100,100,87,100,100,100,100,100,96,100,100,100,61,6,100,100,98,65,100,99,100,66,100,30.528.240.220.233.200,6.997.237.907.109.780,4.158.793.364.958.880,2.699.101.114.988.760,3.973.616.608.780.690,0.7627848174762022,0.6417301488806947,0.6059337406071458,0.0331269686859482,0.0279074068462684,0.0376787367303367,31.0,f,white,neutral,1
18.954.309.234,15.844.363.664,14.880.195.411,090_09.jpg,90,#be9e95,35,91,84,96,100,100,100,87,98,100,100,100,100,96,100,100,98,60,5,100,100,98,74,57,99,100,83,100,28.272.556.041.218.400,7.087.629.774.624.180,42.073.640.090.733.000,32.077.273.805.640.800,24.026.262.784.734.500,0.7704313102302036,0.6550992111053385,0.6187418661662019,0.0339052113174091,0.0328223742321625,0.0422158454751944,28.0,f,white,happy,1
18.503.120.072,1.554.006.204,14.628.711.387,090_03.jpg,90,#b99b92,73,81,90,93,99,100,100,87,98,100,100,100,100,96,100,100,100,56,5,100,100,89,96,100,100,100,98,100,29.428.884.230.453.800,6.857.717.947.124.890,4.035.723.603.193.090,5.056.777.205.543.330,3.643.311.552.934.810,0.7423661189361185,0.6144085834111076,0.5862511368376,0.0437907093214059,0.0363619569871295,0.0533492327491422,30.0,f,white,neutral,1
186.123.831,15.595.452.015,14.572.653.641,090_02.jpg,90,#ba9c92,35,91,58,96,100,100,100,87,99,100,100,100,100,96,99,100,97,54,4,100,100,92,99,54,100,100,87,100,2.777.375.636.214.510,7.319.591.828.035.040,4.104.433.154.424.830,0.4659753407289941,8.501.033.537.307.700,0.7937392188078477,0.6731025599662178,0.6293068111413207,0.0074025549451627,0.0006169118936558,0.0102874339627632,32.0,f,white,fear,1
18.643.731.084,14.870.612.751,13.367.921.111,011_02.jpg,11,#ba9586,22,89,62,94,95,100,100,83,98,100,100,100,100,96,95,100,97,71,5,100,100,96,95,43,100,100,80,100,2.654.424.512.877.990,6.785.293.533.365.190,4.909.317.487.914.780,0.4283846351481127,8.045.642.783.677.240,0.7650101652302277,0.6135632504918666,0.5458327099815253,0.0301993533928146,0.0076031061896874,0.0141644918179401,33.0,m,white,happy,1
18.115.058.422,14.114.148.716,12.586.011.459,011_09.jpg,11,#b58d7e,25,91,81,87,98,100,100,84,99,100,100,100,100,96,99,100,97,64,4,100,100,99,89,51,100,100,19,100,2.644.102.050.606.570,6.211.740.655.941.950,4.708.034.731.406.890,27.879.961.967.889.200,235.985.003.112.106,0.7273598802426077,0.555333172664156,0.4824410256577522,0.0201098107709728,0.0296338540238378,0.0254450816168754,34.0,f,white,happy,1
17.344.196.417,13.576.024.051,12.394.899.161,011_08.jpg,11,#ad887c,83,89,86,79,93,100,100,84,99,100,100,100,100,96,100,100,100,59,6,100,100,97,76,100,100,100,15,100,2.978.319.335.544.170,6.196.243.517.167.220,4.783.608.349.099.310,3.668.448.639.421.480,5.318.904.298.847.140,0.7102388335370846,0.5559895403307185,0.4835830896365022,0.0347055519954658,0.0461829074002849,0.0513595469062358,35.0,f,white,happy,1
18.616.140.132,14.763.981.005,13.258.992.675,011_04.jpg,11,#ba9485,37,92,70,90,99,100,100,84,98,100,100,100,100,96,99,100,97,64,5,100,100,95,96,53,99,100,92,100,2.702.248.653.860.480,6.514.062.883.205.970,47.145.110.215.625,20.621.965.668.756.900,2.510.217.455.836.630,0.7449732099550365,0.5839475229877044,0.5226138791863516,0.0202159068787776,0.0218827477417571,0.0176957023197113,34.0,f,white,neutral,1
17.839.410.469,13.899.719.748,12.433.915.524,011_07.jpg,11,#b28b7c,39,88,73,90,96,100,100,83,99,100,100,100,100,96,98,100,97,66,5,100,100,97,80,52,100,100,16,100,2.817.900.354.173.480,650.864.539.549.313,45.783.599.187.971.500,2.884.459.348.856.820,35.070.636.993.750.300,0.7549539358263195,0.5810834551914698,0.5101846293146394,0.0257217806888287,0.0420616078966005,0.0284915053894623,38.0,f,white,neutral,1
17.359.546.628,13.637.079.915,12.361.335.582,011_03.jpg,11,#ae887c,74,88,91,81,93,100,100,84,99,100,100,100,100,96,100,100,100,59,5,100,100,90,96,100,100,100,97,100,28.781.063.986.499.600,6.300.302.262.106.320,48.385.349.899.487.800,33.050.936.742.501.500,44.703.921.493.184.900,0.7252641785180685,0.5623039835889008,0.4881831726938538,0.0447805331225021,0.026310409326647,0.0368988120450962,38.0,f,white,neutral,1
17.404.512.357,14.236.322.733,13.410.320.169,004_09.jpg,4,#ae8e86,40,90,73,82,100,100,100,86,99,100,100,100,99,91,99,100,96,60,5,100,100,94,90,54,100,100,15,100,2.755.680.305.944.540,62.891.451.072.151.500,3.692.596.743.911.630,5.575.433.845.107.940,6.383.837.115.836.160,0.7023165792293045,0.5743021585889753,0.546950850508265,0.0678055694455944,0.0537038611698481,0.0586379233164591,26.0,m,white,happy,1
16.154.303.242,13.178.595.446,12.314.869.478,004_03.jpg,4,#a2847b,79,86,84,62,96,100,100,84,99,100,100,100,100,96,100,100,99,49,4,100,100,87,99,100,100,100,99,100,2.780.415.547.336.940,5.790.947.574.170.880,415.388.421.161.033,7.785.476.944.815.840,2.965.989.026.086.140,0.6744026364427229,0.5177914724851916,0.4844603773411584,0.0895041382365551,0.0702811292369796,0.0682672821472938,25.0,m,white,neutral,1
16.918.550.477,14.100.524.438,13.265.082.172,004_02.jpg,4,#a98d85,67,89,37,78,100,100,100,87,97,100,100,100,100,97,99,100,97,52,4,100,100,90,99,62,100,100,98,100,2.812.417.777.327.420,6.345.323.744.978.960,4.008.281.352.346.880,4.903.842.135.568.540,11.173.600.324.060.800,0.7090917152504383,0.5615819857157786,0.5300270516780519,0.0542503438389071,0.059370708662859,0.0503762797539704,34.0,m,white,sad,1
16.562.730.745,13.344.795.084,1.250.497.968,004_08.jpg,4,#a6857d,85,87,83,67,98,100,100,85,97,100,100,100,100,89,100,100,99,50,6,100,100,89,86,100,100,100,11,100,29.102.718.300.866.900,6.015.464.941.184.980,3.860.313.013.006.040,52.464.537.895.185.600,4.452.400.969.146.300,0.688027549897918,0.5274371663070345,0.5109886574050084,0.0790517055345628,0.0468063507373562,0.0363918801241331,25.0,m,white,happy,1
17.330.937.035,14.291.689.064,13.379.970.253,004_07.jpg,4,#ad8f86,65,90,73,81,100,100,100,87,99,100,100,100,100,88,98,100,96,56,6,100,100,93,83,58,100,100,10,100,27.430.155.510.409.900,649.460.639.622.965,3.877.427.421.439.100,6.057.207.320.373.440,7.772.219.805.993.660,0.7363711068020333,0.5831222340291499,0.5415789373635932,0.0521405713691599,0.0664820777866658,0.0710366561852473,35.0,m,white,happy,1
16.993.194.601,13.454.192.445,11.313.861.549,066_02.jpg,66,#aa8771,39,89,30,74,97,100,100,84,99,100,100,100,100,96,98,100,96,74,5,100,100,93,91,59,100,100,91,100,2.660.073.652.097.120,6.022.175.361.590.130,600.440.481.276.088,38.083.922.030.412.800,2.497.638.633.190.250,0.6821321758876338,0.5369655787500914,0.4386515354726757,0.0523480189563072,0.0353048622232451,0.0285888055633927,31.0,f,latino hispanic,sad,5
16.687.268.238,1.329.955.511,11.168.540.948,066_07.jpg,66,#a78570,52,88,66,70,96,100,100,84,98,100,100,100,100,91,99,100,96,73,6,100,100,99,56,59,100,100,69,100,2.709.257.111.734.270,5.954.748.109.040.030,5.904.152.070.401.010,5.295.178.859.812.130,16.047.772.594.051.700,0.6622311670282253,0.5233802007128986,0.4276242165382793,0.060509954784952,0.0476072752303855,0.0499728443843681,31.0,f,latino hispanic,sad,5
16.710.456.608,13.274.389.895,11.367.391.571,066_08.jpg,66,#a78572,81,75,82,59,90,100,100,83,99,100,100,100,100,90,100,100,100,74,8,100,100,97,31,100,100,100,95,100,2.809.101.148.580.520,5.737.959.540.431.800,5.880.259.142.466.610,51.977.776.129.797.200,2.199.754.481.005.090,0.642566511374363,0.5123976888082079,0.4220199025801329,0.0666596055734026,0.0494047805145217,0.0380021350663896,29.0,f,latino hispanic,happy,5
16.629.115.754,13.194.005.647,11.161.571.993,066_03.jpg,66,#a68470,67,75,88,56,88,100,100,82,98,100,100,100,100,96,100,100,100,72,6,100,100,91,86,100,100,100,98,100,27.191.462.041.601.100,5.684.966.374.545.300,5.762.270.809.744.720,51.923.489.243.116.400,3.859.394.114.629.650,0.638105426578923,0.505933835877547,0.4099065674607757,0.0630300900762006,0.0499725522613466,0.0435823808140637,30.0,f,latino hispanic,neutral,5
15.091.923.126,1.241.809.584,11.351.169.554,103_08.jpg,103,#977c72,82,89,90,53,90,100,100,82,100,100,100,100,100,72,100,100,99,47,6,100,100,96,72,100,100,100,9,100,3.015.400.547.612.850,5.925.678.670.821.450,486.189.945.933.137,75.560.283.955.751.800,5.376.207.341.734.620,0.6412844584812394,0.521631229309063,0.4859481526662861,0.0950579385405816,0.0733297818830941,0.0778910712777331,25.0,m,white,happy,2
14.715.122.135,11.989.607.917,1.096.843.292,103_03.jpg,103,#93786e,80,88,84,49,80,100,100,80,100,100,100,100,100,96,100,100,99,48,6,100,100,80,95,100,99,100,98,100,3.106.884.922.927.440,5.988.254.712.539.370,47.492.897.465.617.400,4.220.642.365.827.960,3.768.988.953.940.980,0.6340724648590186,0.525373708210461,0.4676651408916516,0.0690892783790133,0.0562099912140129,0.0554586678938204,25.0,m,white,neutral,2
15.768.569.165,13.235.660.228,12.379.287.451,103_02.jpg,103,#9e847c,42,91,30,64,92,100,100,82,100,100,100,100,99,96,98,100,95,60,5,100,100,94,96,56,100,99,91,100,2.804.595.519.484.820,5.768.188.288.375.520,4.485.736.481.030.970,238.188.359.190.407,9.737.036.297.340.550,0.65518635023544,0.5187643193044916,0.4793122846443912,0.0235279898666796,0.0260317975931198,0.0247489446743212,35.0,m,white,sad,2
15.748.360.979,1.288.801.907,12.068.263.372,103_07.jpg,103,#9d8179,31,89,65,64,96,100,100,82,100,100,100,100,100,81,97,100,93,63,5,100,100,98,82,50,100,99,10,100,27.633.678.366.355.000,5.669.329.947.404.900,4.243.052.541.010.800,23.940.369.690.939.700,10.006.881.774.540.300,0.6405394819364646,0.5109473614105894,0.4750671117425142,0.0193992426939263,0.0251129363392887,0.0274883639600506,31.0,m,white,neutral,2
15.736.961.222,12.120.857.552,11.613.301.323,031_08.jpg,31,#9d7974,81,93,90,58,79,100,100,80,99,100,100,100,96,96,100,100,99,54,4,100,100,98,96,100,100,100,14,100,30.528.129.129.271.900,5.796.497.454.691.940,29.726.686.391.376.700,4.469.662.872.864.260,487.899.285.157.665,0.6776828504475338,0.5064295238563082,0.4845984428874214,0.0477191881394394,0.0429423077049372,0.0330561117451621,23.0,m,white,happy,1
17.064.389.977,13.595.490.208,12.848.969.104,031_07.jpg,31,#ab8880,34,90,87,77,92,100,100,82,98,100,100,100,96,96,97,100,94,60,3,100,100,100,99,46,100,100,15,100,2.696.803.005.856.900,604.129.535.610.338,3.438.440.351.734.050,2.686.167.954.406.120,7.441.042.516.659.160,0.6953919830162529,0.5231593760352505,0.4996554527847187,0.0368173011471225,0.0343757593908236,0.0359713618253057,33.0,m,white,happy,1
16.013.998.533,12.726.454.049,11.955.165.576,031_03.jpg,31,#a07f78,83,91,87,68,84,100,100,81,100,100,100,100,100,96,100,100,100,55,4,100,100,93,99,100,99,100,97,100,30.298.563.725.622.200,5.929.612.969.806.750,37.276.619.120.668.100,570.244.849.552.502,43.466.825.596.518,0.6799644526596434,0.5327088569167575,0.4998549909056553,0.0524526508565284,0.0502153363595192,0.0559827812955144,23.0,m,white,neutral,1
17.964.068.196,14.545.720.273,13.758.868.345,031_04.jpg,31,#b4918a,62,92,63,85,96,100,100,83,99,100,100,100,99,96,98,100,96,63,4,100,100,92,98,55,100,100,86,100,28.367.027.463.055.500,6.244.340.852.668.190,3.694.915.589.632.110,27.134.897.013.442.600,5.625.921.841.465.110,0.6963119112923092,0.5667050815092353,0.5127378950995837,0.0356707475508977,0.03860873391211,0.0423188181279152,29.0,m,asian,neutral,1
17.303.329.518,14.232.072.485,13.018.121.149,107_02.jpg,107,#ad8e82,44,90,60,88,96,100,100,84,100,100,100,100,100,96,97,100,97,66,6,100,100,96,72,66,100,99,97,100,27.113.571.429.776.400,6.596.380.140.215.340,4.520.413.037.151.140,4.017.076.455.911.290,33.461.384.757.492.600,0.7263987422980966,0.6063761760933439,0.55480081155578,0.0320513621439194,0.0395264501529326,0.0276600021064992,39.0,f,white,neutral,1
17.338.056.094,14.224.360.088,13.035.705.852,107_03.jpg,107,#ad8e82,63,87,89,83,91,100,100,83,100,100,100,100,100,96,100,100,100,66,7,100,100,91,72,100,100,100,98,100,276.753.933.741.675,6.507.388.458.402.890,43.315.800.010.096.800,3.852.138.413.093.940,3.698.580.382.518.710,0.7037058032771427,0.5878520692876751,0.5492453706214402,0.0367517007361416,0.0396570339374012,0.0460407325305775,34.0,m,white,sad,1
17.443.514.497,14.161.713.152,13.048.757.579,107_07.jpg,107,#ae8e82,51,89,79,89,96,100,100,84,100,100,100,100,100,64,97,100,97,70,7,100,100,98,30,64,100,99,11,100,28.966.088.393.955.300,6.539.810.449.444.640,4.429.178.691.205.110,227.504.149.851.321,5.391.054.401.177.510,0.7201205296875608,0.5904994709716512,0.5531093983278543,0.0252180552412502,0.0256793224044712,0.0158497764134798,38.0,f,white,neutral,1
17.244.234.061,1.404.277.389,12.971.689.161,107_08.jpg,107,#ac8c82,70,89,84,82,94,100,100,84,100,100,100,100,100,72,100,100,100,67,9,100,100,97,15,100,99,100,11,100,2.813.863.960.468.550,6.493.059.790.261.310,4.501.822.984.424.820,3.426.046.990.246.510,3.657.932.035.488.350,0.7210417367388052,0.5876130287897692,0.5454822290347145,0.0356215944168193,0.0392220737324779,0.0357129793429462,35.0,f,white,happy,1
17.715.257.234,14.426.935.632,13.436.866.265,107_09.jpg,107,#b19086,36,91,84,88,97,100,100,83,100,100,100,100,100,77,100,100,97,71,9,100,100,96,19,48,98,100,17,100,2.729.686.001.863.560,6.443.872.525.844.690,432.419.274.581.213,34.768.764.720.629.300,2.542.394.069.651.170,0.7174850088450759,0.5850772736053428,0.5429869878637693,0.0437763577997554,0.0360959270205359,0.0318492480436891,30.0,f,white,happy,1
17.460.108.029,13.811.547.538,12.578.404.741,003_04.jpg,3,#af8a7e,18,82,79,82,97,100,100,88,97,100,100,100,100,96,100,100,85,60,5,100,100,93,93,63,99,100,59,100,26.537.090.246.981.300,664.930.987.831.203,4.440.264.573.620.710,498.361.372.280.706,22.397.288.249.238.500,0.7515310614924501,0.595262435406464,0.5332789236490941,0.0611666800474945,0.0520189918518895,0.0459710261997171,33.0,f,white,fear,1
17.890.225.662,14.294.660.725,13.007.543.777,003_03.jpg,3,#b38f82,75,79,90,87,99,100,100,86,100,100,100,100,100,96,100,100,97,58,5,100,100,93,90,100,100,100,91,100,2.940.389.295.853.640,6.471.582.346.680.430,4.577.168.584.191.610,4.903.024.338.320.850,3.068.611.395.460.880,0.7368584015198174,0.5745436061989149,0.5277016197865712,0.0505989563338844,0.0589390898745882,0.0705655055969614,36.0,f,white,neutral,1
1.759.589.305,14.067.858.427,12.844.249.242,003_08.jpg,3,#b08d80,71,79,90,85,99,100,100,86,100,100,100,100,100,96,100,100,97,58,6,100,100,97,72,100,100,100,29,100,29.082.917.212.572.600,63.922.128.994.036.400,4.498.854.641.364.540,5.132.284.125.727.640,17.109.598.216.328.500,0.7248089019548363,0.5737838117431106,0.5181389066292638,0.0564238058932064,0.0491404087250204,0.0653650651427241,34.0,f,white,happy,1
17.389.023.663,13.705.760.873,12.381.481.692,003_07.jpg,3,#ae897c,34,89,78,89,98,100,100,88,99,100,100,100,100,96,95,100,86,58,4,100,100,99,90,64,98,98,65,100,2.861.607.338.746.270,6.741.617.729.833.470,4.673.940.627.493.410,4.434.780.940.153.500,4.463.049.032.073.290,0.7651685910746236,0.619634647321351,0.5586209557526666,0.0359261973006908,0.0530423857990774,0.0611934532723928,47.0,f,white,neutral,1
17.010.287.431,13.593.101.115,12.278.894.663,003_02.jpg,3,#aa887b,38,88,79,89,98,100,100,88,99,100,100,100,100,96,99,100,86,57,4,100,100,97,98,63,99,99,95,100,28.667.682.463.354.000,6.780.639.534.812.590,4.669.943.970.445.040,5.686.044.021.646.870,32.232.749.036.552.400,0.7578261138035643,0.6141979311815896,0.5482424318045191,0.063913058266498,0.0585778671136997,0.0690804479463716,48.0,f,white,sad,1
